,Name,Park,Location,Status,Inversions,Speed /mph,Height /ft,Drop /ft,Length /ft,G-Force,Layout,Manufacturer
133,Lil Dipper Roller Coaster,Sluggers & Putters,"Canal Fulton, Ohio, United States",Operating,,,,,,,Oval,Allan Herschell Company
134,Wild Mine Ride,Gulliver's Warrington,"Warrington, Cheshire , England, United Kingdom",Defunct,,,,,,,Wild Mouse,L&T Systems
135,Russian Mountain,Happy Land,"Irbid, Irbid, Jordan",Operating,,,,,,,Zyklon / Galaxi,
136,Doble Loop,Salitre Magico,"Bogotá, Cundinamarca, Colombia",Operating,2.0,56.0,59.1,,2822.0,,,Soquet
137,Montaña Rusa,Isla del Coco,"Havana, Havana, Cuba",Defunct,,,,,,,,"Philadelphia Toboggan Coasters, Inc."
138,Family Coaster,Land of Legends Theme Park,"Antalya, Antalya, Turkey",Operating,,,,,,,,Gerstlauer Amusement Rides GmbH
139,Wild Mouse,Aussie World,"Sunshine Coast, Queensland, Australia",Defunct,,,,,,,Wild Mouse,Hopkins & Pearce
140,Alpine Coaster,Alpyland Mottarone,"Stresa, Piedmont, Italy",Operating,,,,,2690.3,,,Wiegand
141,Dragon,Park Lunasan,"İzmit, Kocaeli, Turkey",Defunct,,,,,,,Oval,Cavazza Diego
142,Spinning Yacht,Crab Island Children's Theme Park,"Chaoyang, Beijing, China",Defunct,,,,,,,Oval,"Jingbei Amusement Equipment Co., Ltd."
143,Fast Coaster,Kok Tobe,"Almaty, Almaty, Kazakhstan",Operating,,,,,2099.8,,,Wiegand
144,Balder,Liseberg,"Gothenburg, Västra Götaland, Sweden",Operating,,55.9,118.1,,3510.5,,,Intamin Amusement Rides
145,Orient Express,Riverview Park & Waterworld,"Wisconsin Dells, Wisconsin, United States",Defunct,,,,,,,,Wisdom Rides
146,Firebird,Six Flags America,"Upper Marlboro, Maryland, United States",Operating,2.0,55.0,100.0,90.0,2900.0,,,Bolliger & Mabillard
147,Dragon,Bowcraft Playland,"Scotch Plains, New Jersey, United States",Defunct,,,,,,,Twin Helix,Wisdom Rides
148,Zoomerang,Alabama Adventure & Splash Adventure,"Bessemer, Alabama, United States",Defunct,3.0,47.0,116.5,,935.0,5.2,,Vekoma
149,Schöne Aussicht,Allwetterrodelbahn,"Weißenfels, Saxony-Anhalt, Germany",Operating,,,,,1837.3,,,Wiegand
150,Roller Coaster,Kiddie Park Of San Antonio,"San Antonio, Texas, United States",Defunct,,,,,,,Oval,Allan Herschell Company
151,Possessed,Dorney Park & Wildwater Kingdom,"Allentown, Pennsylvania, United States",Operating,,70.0,180.0,,704.0,,U Shuttle,Intamin Amusement Rides
152,Go Gator,Noah's Ark,"Wisconsin Dells, Wisconsin, United States",Defunct,,,,,,,,Wisdom Rides
153,Jet Coaster,Kagoshima Jungle Land,"Kagoshima, Kagoshima, Japan",Defunct,,,,,,,,Togo
154,Nid des Marsupilamis,Parc Spirou Provence,"Monteux, Provence-Alpes-Côte d'Azur, France",Operating,,,93.5,,,,,Ride Engineers Switzerland
155,Gliding Dragon,Binhai Amusement Park,"Nansha, Guangzhou, Guangdong, China",Operating,,,,,,,Twin Helix,
156,Superman Ultimate Flight,Six Flags Discovery Kingdom,"Vallejo, California, United States",Operating,1.0,62.0,150.0,,863.0,,,Premier Rides
157,Big Dipper,Geauga Lake & Wildwater Kingdom,"Aurora, Ohio, United States",Defunct,,32.0,65.0,,2680.0,,,
158,Monstre,La Ronde,"Montréal, Québec, Canada",Operating,,59.7,130.9,,4025.6,,,
159,Roller Coaster,Funland Amusement Park,"Houghton Lake, Michigan, United States",Defunct,,,,,,,Oval,Allan Herschell Company
160,Carolina Goldrusher,Carowinds,"Charlotte, North Carolina, United States",Operating,,,,,2397.0,,,Arrow Dynamics
161,Thriller Coaster,Sports Plus Entertainment Center,"Lake Grove, New York, United States",Defunct,,,25.0,,700.0,,,Wisdom Rides
162,Dinoconda,China Dinosaurs Park,"Xinbei, Changzhou, Jiangsu, China",Operating,3.0,78.3,226.4,,3444.9,,,S&S Sansei Technologies
163,Vild-Svinet,BonBon-Land,"Holme-Olstrup, Sjælland, Denmark",Operating,1.0,45.0,72.0,,1404.0,,,Gerstlauer Amusement Rides GmbH
164,Mild Thing,Valleyfair!,"Shakopee, Minnesota, United States",Defunct,,,,,,,Oval,Allan Herschell Company
165,Atlantis Adventure,Lotte World,"Jamsil-Dong, Songpa-Gu, Seoul, South Korea",Operating,,46.6,72.2,,2198.1,3.8,,Intamin Amusement Rides
166,Draky,Festilandia,"Benidorm, Alicante, Valencian Community, Spain",Operating,,,,,,,Oval,Cavazza Diego
167,Rodelbana,Isaberg Mountain Resort,"Hestra, Jönköping, Sweden",Operating,,,,,2936.4,,,Wiegand
168,Bat,Canada's Wonderland,"Vaughan, Ontario, Canada",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
169,Gipfelstürmer,Freizeitpark Ruhpolding,"Ruhpolding, Bavaria, Germany",Operating,,,,,,,,Gerstlauer Amusement Rides GmbH
170,Black Diamond,Knoebels Amusement Park & Resort,"Elysburg, Pennsylvania, United States",Operating,,,35.0,,,,,"Philadelphia Toboggan Coasters, Inc."
171,Bat Coaster,Nigloland,"Dolancourt, Grand Est, France",Defunct,2.0,38.0,65.6,,1148.3,4.0,,Pinfari
172,Montaña Dragón,Fantasilandia,"Santiago, Santiago, Chile",Operating,,,,,,,Twin Helix,Zamperla
173,Mine Train Coaster,Orășelul Copiilor,"Bucharest, Romania",Operating,,,,,,,,SBF Visa Group
174,Mayan Mindbender,Six Flags AstroWorld,"Houston, Texas, United States",Defunct,,,27.9,,1148.3,,,Vekoma
175,Velikolukskiy Myasokombinat,Wonder Island,"Saint Petersburg, Saint Petersburg, Russia",Operating,4.0,62.1,124.0,,3464.0,3.8,,Mack Rides GmbH & Co KG
176,Hanoi Steel Dragon,HoTay Theme Park,"Tây Hồ, Hà Nội, Vietnam",Operating,2.0,,68.9,,1640.4,,,Meisho Amusement Machines
177,Rage,Adventure Island,"Southend On Sea, Essex, England, United Kingdom",Operating,3.0,43.5,72.2,,1184.4,4.5,,Gerstlauer Amusement Rides GmbH
178,Montanha Russa,Cakky Balaco,"Santo André, São Paulo, Brazil",Defunct,,,,,,,,DeBrinquedo
179,Vortex,Carowinds,"Charlotte, North Carolina, United States",Operating,2.0,50.0,90.0,,2040.0,,,Bolliger & Mabillard
180,Tatsu,Six Flags Magic Mountain,"Valencia, California, United States",Operating,4.0,62.0,170.0,111.0,3602.0,,Terrain,Bolliger & Mabillard
181,Roller Coaster,Holy Capital Park,"Linwei, Weinan, Shaanxi, China",Operating,3.0,,78.8,,1633.8,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
182,Looping Coaster,Funtown Pier,"Seaside Park, New Jersey, United States",Defunct,1.0,35.0,50.7,,1830.7,5.0,,Interpark
183,Family Roller Coaster,Fun Zone,"Bray, Wicklow, Ireland",Defunct,,,,,,,Big Apple / Wacky Worm,
184,Garuda Valley,Sun World Danang Wonders,"Đà Nẵng, Vietnam",Operating,,,35.0,,794.0,,,Vekoma
185,Woodstock Express,Kings Dominion,"Doswell, Virginia, United States",Operating,,35.0,35.0,,1385.0,,,"Philadelphia Toboggan Coasters, Inc."
186,Skyrush,Hersheypark,"Hershey, Pennsylvania, United States",Operating,,75.0,200.0,,3600.0,,,Intamin Amusement Rides
187,Bukkerittet,Kongeparken,"Ålgård, Rogaland, Norway",Operating,,29.1,42.7,,1377.9,2.5,Wild Mouse,Reverchon
188,Superman / la Atracción de Acero,Parque Warner Madrid,"San Martín de la Vega, Madrid, Community of Madrid, Spain",Operating,7.0,62.1,164.1,,3608.9,,,Bolliger & Mabillard
189,Whirly Roller Coaster,Floraland Continent Park,"Wenjiang, Chengdu, Sichuan, China",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
190,Puff the Little Fire Dragon,Lagoon,"Farmington, Utah, United States",Operating,,16.2,10.8,,197.5,,Oval,Zierer
191,Surfrider,Wet'n'Wild Water World,"Gold Coast, Queensland, Australia",Operating,,,,,,,U Shuttle,Intamin Amusement Rides
192,Pine Forest Flying Mouse,Seven Star Park,"Qixing, Guilin, Guangxi, China",Operating,,,,,,,Jungle Mouse,
193,Morgawr,Camel Creek Adventure Park,"Tredinnick, Cornwall, England, United Kingdom",Operating,,,,,,,,
194,Dragón,Plaza de Juegos,"Córdoba City, Córdoba, Argentina",Defunct,,,,,,,Single Helix (center),Zamperla
195,Super Roller Coaster,China Dinosaurs Park,"Xinbei, Changzhou, Jiangsu, China",Operating,1.0,,59.0,,1286.1,,,Golden Horse
196,Speedway,Eldridge Park,"Elmira, New York, United States",Defunct,,,53.0,,1900.0,,Out and Back,
197,Mad Mouse,People's Park,"Shāyībākè, Ürümqi, Xinjiang Uygur, China",Defunct,,,,,,,Mite Mouse,
198,Golden Dragon Roller Coaster,Nanhu Park,"Shenyang, Liaoning, China",Operating,,,,,,,,"Zhongshan Playground Equipment Engineering Co., Ltd."
199,Holly's Wilde Autofahrt,Holiday Park,"Hassloch, Rhineland-Palatinate, Germany",Defunct,,28.0,49.3,,1213.9,,Wild Mouse,Maurer Rides GmbH
200,Dragon Roller Coaster,Long Gu Wan Dinosaur Park,"Fusui, Chongzuo, Guangxi, China",Operating,4.0,,,,,,,Golden Horse
201,Crazy Loop,Brean Theme Park,"Brean, Somerset, England, United Kingdom",Operating,1.0,,36.1,,1197.5,,,Pinfari
202,Tsunami,Six Flags Mexico,"Mexico City, Mexico",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
203,Coaster,Central Park,"Mirzo Ulugbek, Tashkent City, Uzbekistan",Operating,,,19.7,,442.8,,,Preston & Barbieri
204,Family Banana Coaster,Yokohama Cosmoworld,"Yokohama, Kanagawa, Japan",Operating,,,17.1,,406.8,,,"Senyo Kogyo Co., Ltd."
205,Mini Mouse,Oasi Park,"Rome, Lazio, Italy",Operating,,,,,,,Big Apple / Wacky Worm,Interpark
206,Katapul,Hopi Hari,"Vinhedo, São Paulo, Brazil",Operating,1.0,53.0,137.8,,722.0,,Shuttle Loop,Schwarzkopf
207,Boomerang,Gero land,"Cairo, Cairo, Egypt",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
208,Mount Tanggula,Fantawild Adventure,"Binhai, Tianjin, China",Operating,,,,,,,,Golden Horse
209,Incredible Hulk,Universal Studios Islands of Adventure,"Orlando, Florida, United States",Operating,7.0,67.0,110.0,104.9,3700.0,4.0,,Bolliger & Mabillard
210,Comet,Walygator Parc,"Maizières-les-Metz, Grand Est, France",Operating,3.0,,,,,,,Vekoma
211,Outer Space Flying Car,Sinma Kingdom,"Luquan, Shijiazhuang, Hebei, China",Operating,,,,,,,,Golden Horse
212,Mick Doohan's Motocoaster,Dreamworld,"Coomera, Queensland, Australia",Operating,,44.7,23.0,,1984.9,,,Intamin Amusement Rides
213,Radar,Gröna Lund,"Stockholm, Stockholm, Sweden",Defunct,,,44.3,,1509.2,,,Schwarzkopf
214,Twisted Typhoon,Wild Adventures,"Valdosta, Georgia, United States",Operating,5.0,49.7,109.3,,2260.5,,,Vekoma
215,Zyklon,DelGrosso's Amusement Park,"Tipton, Pennsylvania, United States",Defunct,,,,,,,Zyklon / Galaxi,Pinfari
216,Barnstormer,Adventure Island,"Southend On Sea, Essex, England, United Kingdom",Operating,,24.2,29.5,,728.3,,,Zierer
217,Scharmützelbob,Scharmützel Bob,"Bad Saarow, Brandenburg, Germany",Operating,,,,,2076.8,,,Wiegand
218,NDH Flying Lion Coaster,Nandaihe International Amusement Center,"Qinhuangdao, Hebei, China",Operating,4.0,49.7,108.3,95.2,2624.7,,,Beijing Shibaolai Amusement Equipment
219,Crazy Roller Coaster,Quanlin Resort,"Zhongshan, Guangdong, China",Operating,1.0,31.7,,,1049.8,,,Chang Long
220,Gliding Dragon,Longtan Park,"Yufeng, Liuzhou, Guangxi, China",Operating,,,,,,,Twin Helix,
221,Bobster,Shirakaba Resort Family Land,"Koshoku, Nagano, Japan",Operating,,,,,,,,Togo
222,Ratón Loco,La Feria Chapultepec Magico,"Mexico City, Mexico",Operating,,29.1,42.7,,1377.9,2.5,Wild Mouse,Reverchon
223,Sommerrodelbahn,Greuther Keller,"Vestenbergsgreuth, Bavaria, Germany",Operating,,,,,1181.1,,,Wiegand
224,Batman The Ride,Six Flags Great Adventure,"Jackson, New Jersey, United States",Operating,5.0,50.0,105.0,,2693.0,,,Bolliger & Mabillard
225,4 Ring Roller Coaster,Sinma Kingdom,"Luquan, Shijiazhuang, Hebei, China",Operating,4.0,,,,,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
226,Fiesta Express,Gorky Park,"Moscow, Moscow, Russia",Defunct,,,,,,,,Zamperla
227,Runaway Mine Train,Flamingo Land,"Malton, North Yorkshire, England, United Kingdom",Operating,,,13.0,,262.5,,Single Helix (center),Zamperla
228,Wicker Man,Alton Towers,"Alton, Staffordshire, England, United Kingdom",Operating,,43.6,,72.2,2608.3,,,Great Coasters International
229,Velocity,Flamingo Land,"Malton, North Yorkshire, England, United Kingdom",Operating,,54.0,57.0,,2109.6,,,Vekoma
230,Traumatizer,Southport Pleasureland,"Southport, Merseyside, England, United Kingdom",Defunct,5.0,49.7,109.3,,2260.5,,,Vekoma
231,Orient Express,Lake City Amusement Park,"Guntersville, Alabama, United States",Defunct,,,,,,,Oval,Wisdom Rides
232,Tornado,Stricker's Grove,"Ross, Ohio, United States",Operating,,,,,,,,
233,Mountain Coaster,Cranmore Mountain Adventure Park,"North Conway, New Hampshire, United States",Operating,,,,,2395.0,,,Wiegand
234,Baron 1898,Efteling,"Kaatsheuvel, North Brabant, Netherlands",Operating,2.0,55.9,98.4,123.0,1643.7,,,Bolliger & Mabillard
235,"Volcano, The Blast Coaster",Kings Dominion,"Doswell, Virginia, United States",Defunct,4.0,70.0,155.0,80.0,2757.0,,,Intamin Amusement Rides
236,Roller Coaster,Hunan Martyr's Park,"Kaifu, Changsha, Hunan, China",Operating,1.0,,,,1410.8,,,Sameco
237,Puff the Little Fire Dragon,Lagoon,"Farmington, Utah, United States",Operating,,16.2,10.8,,197.5,,Oval,Zierer
238,Jet Coaster,Hachinohe Park,"Hachinohe, Aomori, Japan",Operating,,,,,,,,"Senyo Kogyo Co., Ltd."
239,Penguin Coaster,Chimelong Ocean Kingdom,"Xiangzhou, Zhuhai, Guangdong, China",Operating,,,,,,,Oval,Zierer
240,Toronto Island Monster,Centreville Amusement Park,"Toronto, Ontario, Canada",Defunct,,,,,,,Twin Helix,Zamperla
241,Cobra,Haghtanak Park,"Kanaker-Zeytun, Yerevan, Armenia",Operating,,,,,,,,
242,Pine Forest Flying Mouse,Shiba Luohan Mountain Forest Park,"Nansha, Guangzhou, Guangdong, China",Operating,,,,,,,Jungle Mouse,
243,Suspended Looping Coaster,Suzhou Amusement Land,"Huqiu, Suzhou, Jiangsu, China",Defunct,5.0,44.7,101.7,,2582.0,5.0,,Vekoma
244,Cyclon Coaster,Central Park,"Mirzo Ulugbek, Tashkent City, Uzbekistan",Operating,,,,,,,Zyklon / Galaxi,SBF Visa Group
245,Laser,Dorney Park & Wildwater Kingdom,"Allentown, Pennsylvania, United States",Defunct,2.0,52.0,93.0,,2200.0,,,Schwarzkopf
246,Jungle,Drouwenerzand Attractiepark,"Drouwen, Drenthe, Netherlands",Operating,,17.9,14.8,,229.7,,,EOS
247,AirSea Battle,Qingdao Sunac Land,"Huangdao, Qingdao, Shandong, China",Operating,,,,,,,,
248,Circus Clown,Blackpool Pleasure Beach,"Blackpool, Lancashire, England, United Kingdom",Defunct,,,,,,,,Pinfari
249,Rakevet Harim Leyladim,Superland,"Rishon LeZion, Tel Aviv, Israel",Operating,,,13.0,,262.5,,Single Helix (center),Zamperla
250,Volare,Wiener Prater,"Vienna, Vienna, Austria",Operating,2.0,31.1,68.9,,1437.0,4.0,,Zamperla
251,Ghoster Coaster,Puriland,"West Jakarta, Jakarta, Indonesia",Operating,,,,,702.1,,,Zierer
252,Green Worm Coaster,Culture Park,"Qingyang, Chengdu, Sichuan, China",Operating,,,,,,,Single Helix (center),"Zhengzhou Limeiqi Amusement Equipment Co., Ltd"
253,Corkscrew,Silverwood Theme Park,"Athol, Idaho, United States",Operating,2.0,46.0,70.0,62.0,1250.0,,,Arrow Dynamics
254,Runaway,Branson Mountain Adventure Park,"Branson, Missouri, United States",Operating,,,,,4900.0,,,Aquatic Development Group
255,Surfing Frisbee,Dongpohu Park,"Dongpo, Meishan, Sichuan, China",Defunct,,,,,,,Oval,"Jingbei Amusement Equipment Co., Ltd."
256,Bat from Heaven,Aquatic Paradise,"Tianshan, Ürümqi, Xinjiang Uygur, China",SBNO,,,,,,,,
257,Golden Dragon Roller Coaster,Nanhu Park,"Shenyang, Liaoning, China",Operating,,,,,,,,"Zhongshan Playground Equipment Engineering Co., Ltd."
258,Chenille,Nigloland,"Dolancourt, Grand Est, France",Operating,,,,,,,Big Apple / Wacky Worm,Pinfari
259,Muntanya Russa,Tibidabo,"Barcelona, Barcelona, Catalonia, Spain",Operating,,49.7,82.0,101.7,2427.8,3.5,Terrain,Vekoma
260,SpaceMouse,Fiabilandia,"Rimini, Emilia-Romagna, Italy",Operating,,,49.3,,,2.5,Wild Mouse,Fabbri
261,Tsunami,Six Flags Mexico,"Mexico City, Mexico",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
262,Cobra,La Ronde,"Montréal, Québec, Canada",Defunct,1.0,48.0,,87.0,2575.0,,,Intamin Amusement Rides
263,Boomerang,Worlds of Fun,"Kansas City, Missouri, United States",Operating,3.0,47.0,116.5,,935.0,5.2,,Vekoma
264,Tempesto,Busch Gardens Williamsburg,"Williamsburg, Virginia, United States",Operating,1.0,62.0,150.0,,863.0,,,Premier Rides
265,New Revolution,Six Flags Magic Mountain,"Valencia, California, United States",Operating,1.0,55.0,113.0,,3457.0,4.9,Terrain,Schwarzkopf
266,Whizzer,Six Flags Great America,"Gurnee, Illinois, United States",Operating,,42.0,70.0,64.0,3100.0,,,Schwarzkopf
267,Runaway Train,Fun Center at Paige's Crossing,"Columbia City, Indiana, United States",Operating,,,,,,,,Wisdom Rides
268,Super Manège,La Ronde,"Montréal, Québec, Canada",Defunct,2.0,40.0,75.0,68.0,2400.0,,,Vekoma
269,Wood Land Jet Coaster,Pleasure Garden,"Hitachi, Ibaraki, Japan",Operating,,,,,,,,"Senyo Kogyo Co., Ltd."
270,Twister,Gröna Lund,"Stockholm, Stockholm, Sweden",Operating,,38.0,51.0,46.0,1544.0,3.0,,Gravitykraft Corporation
271,Roller Skater,Kijima Kogen,"Beppu, Ōita, Japan",Operating,,21.7,27.9,,679.2,,,Vekoma
272,Orion,Kings Island,"Mason, Ohio, United States",Under Construction,,91.0,287.0,300.0,5321.0,,,Bolliger & Mabillard
273,Worm Coaster,Tikuji-ni-wadi,"Thane, Maharashtra, India",Operating,,,,,,,Big Apple / Wacky Worm,Beijing Shibaolai Amusement Equipment
274,Roller Coaster,Chongqing Amusement Park,"Nan'an, Chongqing, China",Operating,4.0,,,,,,,"Hebei Zhongye Metallurgical Equipment Manufacturing Co., Ltd"
275,Looping Star,Rand Show,"Johannesburg, Gauteng, South Africa",Operating,1.0,,,,,,,Schwarzkopf
276,Keverbaan,Bellewaerde,"Ypres, West Flanders, Flemish Region, Belgium",Operating,,22.4,26.3,,1181.1,,Double Figure Eight,Zierer
277,Goliath,Six Flags Over Georgia,"Austell, Georgia, United States",Operating,,70.0,200.0,175.0,4480.0,,,Bolliger & Mabillard
278,Butterfly,Trampoline Trier,"Trier, Rhineland-Palatinate, Germany",Operating,,,20.0,,,,U Shuttle,Sunkid Heege GmbH
279,Spinning Yacht,Crab Island Children's Theme Park,"Chaoyang, Beijing, China",Defunct,,,,,,,Oval,"Jingbei Amusement Equipment Co., Ltd."
280,Galaxy Express,Oriental Heritage,"Tong'an, Xiamen, Fujian, China",Operating,,46.6,63.3,,1486.3,3.5,,Vekoma
281,Dragon Roller Coaster,Atayal Resort,"Ren-Ai Xiang, Nantou County, Taiwan",Defunct,,,,,,,Twin Helix,
282,Jumper,West Point Park,"West Point, Pennsylvania, United States",Defunct,,,,,,,,National Amusement Device Company
283,Tornado,Electric Amusement Park,"Ivanovo, Ivanovo, Russia",Operating,,,,,,,Zyklon / Galaxi,SBF Visa Group
284,Forest Squirrel,Tangxia Guanguang Park,"Tangxia, Dongguan, Guangdong, China",Operating,,,,,,,Jungle Mouse,
285,Escape From Amazon,Nanhu Dream Land,"Shuangliu, Chengdu, Sichuan, China",Operating,,37.3,55.8,,1181.1,,,Golden Horse
286,Flashback,Six Flags Magic Mountain,"Valencia, California, United States",Defunct,,35.0,86.0,,1900.0,,,Intamin Amusement Rides
287,Roller Coaster,Fun City,"Ras al-Khaimah, Ras al-Khaimah, United Arab Emirates",Operating,,,,,,,Figure Eight,SBF Visa Group
288,Dragon,Festival Land,"Ajman, Ajman, United Arab Emirates",Operating,,,,,,,,Top Fun
289,Super 8,Argenpark,"Luján, Buenos Aires, Argentina",Operating,,,,,,,Zyklon / Galaxi,
290,Wickie Coaster,Plopsa Indoor Hasselt,"Hasselt, Limburg, Flemish Region, Belgium",Operating,,24.2,29.5,,728.3,,,Zierer
291,Spinning Coaster,Happiness Children's Playground,"Lhasa, Xizang, China",Operating,,,,,,,Wild Mouse,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd."
292,Outer Space Flying Car,Fisherman Warf,"Fengxian, Shanghai, China",Defunct,1.0,,,,,,,Credible
293,Roller Coaster,Al-Sha'ab Leisure Park,"Salmiya, Hawalli, Kuwait",SBNO,2.0,,,,,,,Arrow Dynamics
294,Skutan,DaftöLand,"Strömstad, Västra Götaland, Sweden",Operating,,,22.9,,,,,Preston & Barbieri
295,unknown,Nairamdal Park,"Ulaanbaatar, Mongolia",Defunct,,,,,,,Mite Mouse,
296,Montanha Russa,Aquashow Family Park,"Quarteira, Faro, Portugal",Operating,,43.5,77.1,,2427.8,,,Mack Rides GmbH & Co KG
297,Black Diamond,Knoebels Amusement Park & Resort,"Elysburg, Pennsylvania, United States",Operating,,,35.0,,,,,"Philadelphia Toboggan Coasters, Inc."
298,Family Coaster,Parc Saint Paul,"Saint-Paul, Hauts-de-France, France",Defunct,,,,,,,Big Apple / Wacky Worm,
299,Dragon Coaster,Kishkinta  Theme Park,"Chennai, Tamil Nadu, India",SBNO,,,,,,,Twin Helix,
300,Oblivion,Alton Towers,"Alton, Staffordshire, England, United Kingdom",Operating,,68.0,65.0,180.0,1222.0,4.5,,Bolliger & Mabillard
301,Gold Digger,Mirabilandia,"Savio, Emilia-Romagna, Italy",Operating,,,47.6,,1183.4,,Wild Mouse,L&T Systems
302,Columbia Double Loop Coaster,Seoul Land,"Kwachon-si, Gyeonggi-do, South Korea",Operating,2.0,52.8,105.0,,2913.4,,,"Senyo Kogyo Co., Ltd."
303,Drachenritt,Belantis,"Leipzig, Saxony, Germany",Operating,,,,,,,,Gerstlauer Amusement Rides GmbH
304,Vicky The Ride,Plopsa Coo,"Stavelot, Liège, Wallonia, Belgium",Operating,,34.2,55.8,,1312.3,,,Gerstlauer Amusement Rides GmbH
305,Mad Mouse,Lakemont Park,"Altoona, Pennsylvania, United States",Defunct,,,,,,,Wild Mouse,Allan Herschell Company
306,Jack Rabbit,Seabreeze,"Rochester, New York, United States",Operating,,,75.0,,2130.0,,Terrain,
307,1970 Galaxy Rip Tide Coaster,Miracle Strip Pier Park,"Panama City Beach, Florida, United States",Defunct,,,55.0,,1700.0,,Zyklon / Galaxi,S.D.C.
308,unknown,Castelinho Kids Buffet,"Santos, São Paulo, Brazil",Defunct,,,,,,,,Radar Play
309,Colossus the Fire Dragon,Lagoon,"Farmington, Utah, United States",Operating,2.0,49.1,86.9,,2296.6,,,Schwarzkopf
310,Motor Roller Coaster,Galaxy Land Theme Park,"Yuelu, Changsha, Hunan, China",SBNO,,,,,,,,Golden Horse
311,Giant Inverted Boomerang,Jin Jiang Action Park,"Minhang, Shanghai, China",Operating,3.0,65.6,191.0,177.0,1204.0,4.5,,Vekoma
312,Londonderry Express,Lotte World,"Jamsil-Dong, Songpa-Gu, Seoul, South Korea",Defunct,,,,,,,,Vekoma
313,Four Ring Roller Coaster,Shen Jun Ecological Culture Town,"Xixiu, Anshun, Guizhou, China",Operating,4.0,,,,,,,Zhipao
314,Dragon,Bowcraft Playland,"Scotch Plains, New Jersey, United States",Defunct,,,,,,,Twin Helix,Wisdom Rides
315,Mine-Twister,Remlinger Farms,"Carnation, Washington, United States",Operating,,,,,,,Single Helix (center),E&F Miler Industries
316,Wild Mouse,Playland,"Vancouver, British Columbia, Canada",Defunct,,,,,500.0,,Wild Mouse,Princeton Machine
317,Mega Zeph,Six Flags New Orleans,"New Orleans, Louisiana, United States",SBNO,,57.0,110.0,,4000.0,,,"Custom Coasters International, Inc."
318,SpeedSnake FREE,Fort Fun Abenteuerland,"Wasserfall, North Rhine-Westphalia, Germany",Operating,2.0,37.3,64.0,,1148.3,,,Vekoma
319,Young Star Coaster,Chimelong Paradise,"Panyu, Guangzhou, Guangdong, China",Operating,,,,,,,,Mack Rides GmbH & Co KG
320,Prowler,Worlds of Fun,"Kansas City, Missouri, United States",Operating,,51.2,102.3,84.9,3074.0,,,Great Coasters International
321,Valkyria,Liseberg,"Gothenburg, Västra Götaland, Sweden",Operating,3.0,65.2,154.2,164.0,2296.6,,,Bolliger & Mabillard
322,Texas Tornado,Frontierland Family Theme Park,"Morecambe, Lancashire, England, United Kingdom",Defunct,,,,,3000.0,,,
323,Tidal Wave,Six Flags Great America,"Gurnee, Illinois, United States",Defunct,1.0,57.0,137.8,,863.0,,Shuttle Loop,Schwarzkopf
324,Georgia Mountain Coaster,Georgia Mountain Coaster,"Helen, Georgia, United States",Operating,,,,,,,,Wiegand
